[['2, k, 0', [-0.1771124, 0.07736035, 1.0]], ['2, k, 1', [-0.1671286, 0.3995754, 1.0]], ['2, k, 2', [-0.1554371, 0.7077508, 1.0]], ['2, k, 3', [-0.1629854, 0.8479918, 1.0]], ['2, k, 4', [-0.3342767, 0.5859808, 1.0]], ['2, k, 5', [-0.3992905, 0.3337906, 1.0]], ['2, k, 6', [-0.3794124, 0.09901603, 1.0]], ['2, k, 7', [-0.3615683, 0.03092598, 1.0]], ['2, k, 8', [0.02144319, 0.6177605, 1.0]], ['2, k, 9', [0.08456162, 0.3426634, 1.0]], ['2, k, 10', [0.1159117, 0.1137812, 1.0]], ['2, k, 11', [0.1369458, 0.07127684, 1.0]], ['2, k, 12', [-0.2533886, 0.07697546, 1.0]], ['2, k, 13', [-0.311402, -0.3792857, 1.0]], ['2, k, 14', [-0.3624165, -0.7126673, 1.0]], ['2, k, 15', [-0.3926987, -0.7556632, 1.0]], ['2, k, 16', [-0.09435885, 0.0748427, 1.0]], ['2, k, 17', [-0.09252954, -0.3537278, 1.0]], ['2, k, 18', [-0.1337031, -0.6984282, 1.0]], ['2, k, 19', [-0.02762423, -0.747693, 1.0]], ['2, k, 20', [-0.15859, 0.6327223, 1.0]], ['2, k, 21', [-0.3701833, -0.03992803, 1.0]], ['2, k, 22', [-0.3306806, 0.007972344, 1.0]], ['2, k, 23', [0.1512323, -0.005729869, 1.0]], ['2, k, 24', [0.150348, 0.08719586, 1.0]]]
[['2, k, 0', [-0.1760982, 0.07408055, 1.0]], ['2, k, 1', [-0.1844607, 0.4076779, 1.0]], ['2, k, 2', [-0.1924209, 0.7272098, 1.0]], ['2, k, 3', [-0.192075, 0.8731894, 1.0]], ['2, k, 4', [-0.3399064, 0.5915791, 1.0]], ['2, k, 5', [-0.4291705, 0.3802325, 1.0]], ['2, k, 6', [-0.4228846, 0.3622191, 1.0]], ['2, k, 7', [-0.3950333, 0.3579612, 1.0]], ['2, k, 8', [-0.009143524, 0.6169219, 1.0]], ['2, k, 9', [0.05730158, 0.3248256, 1.0]], ['2, k, 10', [0.1160945, 0.1014458, 1.0]], ['2, k, 11', [0.1433082, 0.06695351, 1.0]], ['2, k, 12', [-0.2501901, 0.07135136, 1.0]], ['2, k, 13', [-0.3086032, -0.375521, 1.0]], ['2, k, 14', [-0.3591706, -0.7131985, 1.0]], ['2, k, 15', [-0.3927298, -0.7544542, 1.0]], ['2, k, 16', [-0.09549452, 0.07439894, 1.0]], ['2, k, 17', [-0.093748, -0.3630833, 1.0]], ['2, k, 18', [-0.1393542, -0.7004691, 1.0]], ['2, k, 19', [-0.04289209, -0.7477574, 1.0]], ['2, k, 20', [-0.1905854, 0.6494155, 1.0]], ['2, k, 21', [-0.3689503, 0.3581388, 1.0]], ['2, k, 22', [-0.4331517, 0.4040402, 1.0]], ['2, k, 23', [0.1594218, -0.004752385, 1.0]], ['2, k, 24', [0.09903787, 0.06753467, 1.0]]]
[['2, k, 0', [-0.176316, 0.07435396, 1.0]], ['2, k, 1', [-0.1847432, 0.4077465, 1.0]], ['2, k, 2', [-0.1926603, 0.7270975, 1.0]], ['2, k, 3', [-0.1922084, 0.8729391, 1.0]], ['2, k, 4', [-0.3414839, 0.5913885, 1.0]], ['2, k, 5', [-0.4291627, 0.3793424, 1.0]], ['2, k, 6', [-0.3824787, 0.3149541, 1.0]], ['2, k, 7', [-0.3962263, 0.3345263, 1.0]], ['2, k, 8', [-0.009137175, 0.6169465, 1.0]], ['2, k, 9', [0.05723063, 0.3250489, 1.0]], ['2, k, 10', [0.1165018, 0.1018189, 1.0]], ['2, k, 11', [0.1435859, 0.06758358, 1.0]], ['2, k, 12', [-0.2503375, 0.07168218, 1.0]], ['2, k, 13', [-0.3095878, -0.3789912, 1.0]], ['2, k, 14', [-0.3597496, -0.7133631, 1.0]], ['2, k, 15', [-0.3925582, -0.7551381, 1.0]], ['2, k, 16', [-0.09576742, 0.0745735, 1.0]], ['2, k, 17', [-0.09391618, -0.3629305, 1.0]], ['2, k, 18', [-0.1371265, -0.6943759, 1.0]], ['2, k, 19', [-0.04187612, -0.747701, 1.0]], ['2, k, 20', [-0.1908384, 0.6493408, 1.0]], ['2, k, 21', [-0.3721809, 0.3205664, 1.0]], ['2, k, 22', [-0.4290925, 0.3757128, 1.0]], ['2, k, 23', [0.164906, -0.002101983, 1.0]], ['2, k, 24', [0.1053909, 0.0585721, 1.0]]]
[['2, k, 0', [-0.1764729, 0.07464391, 1.0]], ['2, k, 1', [-0.184792, 0.4077514, 1.0]], ['2, k, 2', [-0.1926313, 0.7268623, 1.0]], ['2, k, 3', [-0.1922681, 0.8729262, 1.0]], ['2, k, 4', [-0.3426051, 0.5907671, 1.0]], ['2, k, 5', [-0.4294939, 0.3781967, 1.0]], ['2, k, 6', [-0.3821005, 0.3067139, 1.0]], ['2, k, 7', [-0.4018537, 0.3217882, 1.0]], ['2, k, 8', [-0.009141925, 0.6169378, 1.0]], ['2, k, 9', [0.05713937, 0.3255567, 1.0]], ['2, k, 10', [0.1164073, 0.1023221, 1.0]], ['2, k, 11', [0.1438217, 0.06653509, 1.0]], ['2, k, 12', [-0.2504722, 0.07202885, 1.0]], ['2, k, 13', [-0.3096024, -0.3783378, 1.0]], ['2, k, 14', [-0.3598756, -0.7133074, 1.0]], ['2, k, 15', [-0.3926727, -0.7552747, 1.0]], ['2, k, 16', [-0.09593374, 0.07477083, 1.0]], ['2, k, 17', [-0.09379154, -0.3630393, 1.0]], ['2, k, 18', [-0.1365131, -0.6983141, 1.0]], ['2, k, 19', [-0.04976117, -0.7466246, 1.0]], ['2, k, 20', [-0.1908438, 0.6492019, 1.0]], ['2, k, 21', [-0.3733322, 0.2988018, 1.0]], ['2, k, 22', [-0.4333882, 0.358439, 1.0]], ['2, k, 23', [0.1652215, 0.001494468, 1.0]], ['2, k, 24', [0.1061632, 0.05793265, 1.0]]]
[['2, k, 0', [-0.1766838, 0.07486415, 1.0]], ['2, k, 1', [-0.1850993, 0.4077837, 1.0]], ['2, k, 2', [-0.192991, 0.7266638, 1.0]], ['2, k, 3', [-0.192458, 0.8727511, 1.0]], ['2, k, 4', [-0.3442625, 0.5904462, 1.0]], ['2, k, 5', [-0.4312436, 0.3781202, 1.0]], ['2, k, 6', [-0.4028038, 0.2528052, 1.0]], ['2, k, 7', [-0.3972234, 0.3005858, 1.0]], ['2, k, 8', [-0.009151799, 0.6169396, 1.0]], ['2, k, 9', [0.05709274, 0.3262715, 1.0]], ['2, k, 10', [0.1160651, 0.1029388, 1.0]], ['2, k, 11', [0.1431012, 0.06856387, 1.0]], ['2, k, 12', [-0.2506666, 0.07237972, 1.0]], ['2, k, 13', [-0.3099986, -0.38099, 1.0]], ['2, k, 14', [-0.3598723, -0.7133455, 1.0]], ['2, k, 15', [-0.3926536, -0.7552239, 1.0]], ['2, k, 16', [-0.09616998, 0.07487722, 1.0]], ['2, k, 17', [-0.09390207, -0.3635898, 1.0]], ['2, k, 18', [-0.1374769, -0.6987488, 1.0]], ['2, k, 19', [-0.0360527, -0.7486447, 1.0]], ['2, k, 20', [-0.1911924, 0.6490605, 1.0]], ['2, k, 21', [-0.372961, 0.2798856, 1.0]], ['2, k, 22', [-0.4322115, 0.3390411, 1.0]], ['2, k, 23', [0.1658165, 0.004300839, 1.0]], ['2, k, 24', [0.1093048, 0.05969598, 1.0]]]
[['2, k, 0', [-0.1769664, 0.07525107, 1.0]], ['2, k, 1', [-0.1853992, 0.407787, 1.0]], ['2, k, 2', [-0.1934189, 0.7261955, 1.0]], ['2, k, 3', [-0.1925777, 0.8723541, 1.0]], ['2, k, 4', [-0.3451632, 0.5904517, 1.0]], ['2, k, 5', [-0.4312361, 0.3791715, 1.0]], ['2, k, 6', [-0.3873954, 0.2652035, 1.0]], ['2, k, 7', [-0.3969213, 0.2849709, 1.0]], ['2, k, 8', [-0.009137587, 0.6169197, 1.0]], ['2, k, 9', [0.05711856, 0.3233469, 1.0]], ['2, k, 10', [0.1174566, 0.1004116, 1.0]], ['2, k, 11', [0.1420523, 0.06985764, 1.0]], ['2, k, 12', [-0.250986, 0.07282972, 1.0]], ['2, k, 13', [-0.3099598, -0.3800851, 1.0]], ['2, k, 14', [-0.3598347, -0.7129036, 1.0]], ['2, k, 15', [-0.392381, -0.7548666, 1.0]], ['2, k, 16', [-0.09641542, 0.07516801, 1.0]], ['2, k, 17', [-0.0935106, -0.3637157, 1.0]], ['2, k, 18', [-0.1375087, -0.7016291, 1.0]], ['2, k, 19', [-0.03918793, -0.7482489, 1.0]], ['2, k, 20', [-0.1915877, 0.6487375, 1.0]], ['2, k, 21', [-0.3697912, 0.2601086, 1.0]], ['2, k, 22', [-0.4299096, 0.3207354, 1.0]], ['2, k, 23', [0.1729289, 0.0007339756, 1.0]], ['2, k, 24', [0.1362904, 0.07116973, 1.0]]]
[['2, k, 0', [-0.1771662, 0.07551927, 1.0]], ['2, k, 1', [-0.1855778, 0.4077823, 1.0]], ['2, k, 2', [-0.1936396, 0.7258635, 1.0]], ['2, k, 3', [-0.1927647, 0.8718307, 1.0]], ['2, k, 4', [-0.3459745, 0.589898, 1.0]], ['2, k, 5', [-0.4307258, 0.3757529, 1.0]], ['2, k, 6', [-0.3835576, 0.2528588, 1.0]], ['2, k, 7', [-0.394656, 0.2707098, 1.0]], ['2, k, 8', [-0.009146596, 0.6169513, 1.0]], ['2, k, 9', [0.05686674, 0.3320625, 1.0]], ['2, k, 10', [0.1150793, 0.1084165, 1.0]], ['2, k, 11', [0.1430998, 0.06703776, 1.0]], ['2, k, 12', [-0.2511647, 0.07309127, 1.0]], ['2, k, 13', [-0.3100744, -0.3791997, 1.0]], ['2, k, 14', [-0.3593879, -0.7122004, 1.0]], ['2, k, 15', [-0.3920026, -0.7544084, 1.0]], ['2, k, 16', [-0.09662873, 0.07540447, 1.0]], ['2, k, 17', [-0.09336842, -0.3638254, 1.0]], ['2, k, 18', [-0.1378533, -0.7023489, 1.0]], ['2, k, 19', [-0.03695406, -0.7487894, 1.0]], ['2, k, 20', [-0.191802, 0.6485073, 1.0]], ['2, k, 21', [-0.3687999, 0.2385278, 1.0]], ['2, k, 22', [-0.428086, 0.305249, 1.0]], ['2, k, 23', [0.1632113, -0.002261818, 1.0]], ['2, k, 24', [0.1502683, 0.02669751, 1.0]]]
[['2, k, 0', [-0.1775618, 0.0757373, 1.0]], ['2, k, 1', [-0.1859463, 0.4077445, 1.0]], ['2, k, 2', [-0.1939407, 0.725556, 1.0]], ['2, k, 3', [-0.1929656, 0.8716229, 1.0]], ['2, k, 4', [-0.3465589, 0.5899681, 1.0]], ['2, k, 5', [-0.428762, 0.3738314, 1.0]], ['2, k, 6', [-0.4199209, 0.2753003, 1.0]], ['2, k, 7', [-0.3941365, 0.2544266, 1.0]], ['2, k, 8', [-0.009188723, 0.6168411, 1.0]], ['2, k, 9', [0.05687368, 0.3319846, 1.0]], ['2, k, 10', [0.1153063, 0.1084046, 1.0]], ['2, k, 11', [0.1423395, 0.06740569, 1.0]], ['2, k, 12', [-0.2515371, 0.07341923, 1.0]], ['2, k, 13', [-0.3101663, -0.3790726, 1.0]], ['2, k, 14', [-0.3597518, -0.7129434, 1.0]], ['2, k, 15', [-0.3924902, -0.7545851, 1.0]], ['2, k, 16', [-0.09708775, 0.07550599, 1.0]], ['2, k, 17', [-0.09362917, -0.363663, 1.0]], ['2, k, 18', [-0.1379383, -0.7024606, 1.0]], ['2, k, 19', [-0.03511303, -0.7496571, 1.0]], ['2, k, 20', [-0.1921257, 0.6482621, 1.0]], ['2, k, 21', [-0.3681155, 0.215449, 1.0]], ['2, k, 22', [-0.4302148, 0.2865869, 1.0]], ['2, k, 23', [0.1665213, -0.00162005, 1.0]], ['2, k, 24', [0.1525964, 0.02248923, 1.0]]]
[['2, k, 0', [-0.1778952, 0.07609147, 1.0]], ['2, k, 1', [-0.1861573, 0.4077469, 1.0]], ['2, k, 2', [-0.1940731, 0.725247, 1.0]], ['2, k, 3', [-0.193148, 0.8711361, 1.0]], ['2, k, 4', [-0.3469014, 0.5898378, 1.0]], ['2, k, 5', [-0.4289735, 0.3738658, 1.0]], ['2, k, 6', [-0.417401, 0.266015, 1.0]], ['2, k, 7', [-0.3924719, 0.2336409, 1.0]], ['2, k, 8', [-0.009188146, 0.6169685, 1.0]], ['2, k, 9', [0.05675239, 0.331761, 1.0]], ['2, k, 10', [0.1149255, 0.1081078, 1.0]], ['2, k, 11', [0.1434081, 0.06629784, 1.0]], ['2, k, 12', [-0.2519045, 0.07384668, 1.0]], ['2, k, 13', [-0.3104332, -0.3789684, 1.0]], ['2, k, 14', [-0.3601596, -0.7132331, 1.0]], ['2, k, 15', [-0.3925303, -0.7552153, 1.0]], ['2, k, 16', [-0.09739159, 0.07576963, 1.0]], ['2, k, 17', [-0.09379706, -0.3634787, 1.0]], ['2, k, 18', [-0.1369496, -0.702518, 1.0]], ['2, k, 19', [-0.03672618, -0.7442399, 1.0]], ['2, k, 20', [-0.1922837, 0.6480407, 1.0]], ['2, k, 21', [-0.3682881, 0.1925499, 1.0]], ['2, k, 22', [-0.4298027, 0.2655674, 1.0]], ['2, k, 23', [0.1623711, -0.0107169, 1.0]], ['2, k, 24', [0.1824414, 0.07008033, 1.0]]]
[['2, k, 0', [-0.1780904, 0.07626412, 1.0]], ['2, k, 1', [-0.1864722, 0.407721, 1.0]], ['2, k, 2', [-0.1945085, 0.7248873, 1.0]], ['2, k, 3', [-0.1935647, 0.8705758, 1.0]], ['2, k, 4', [-0.347461, 0.5897973, 1.0]], ['2, k, 5', [-0.4283041, 0.3732098, 1.0]], ['2, k, 6', [-0.408846, 0.241414, 1.0]], ['2, k, 7', [-0.3936546, 0.2130803, 1.0]], ['2, k, 8', [-0.009215165, 0.6170138, 1.0]], ['2, k, 9', [0.0569268, 0.3314881, 1.0]], ['2, k, 10', [0.1138596, 0.1075414, 1.0]], ['2, k, 11', [0.1424907, 0.06915965, 1.0]], ['2, k, 12', [-0.252128, 0.07403281, 1.0]], ['2, k, 13', [-0.3105498, -0.3788033, 1.0]], ['2, k, 14', [-0.3602256, -0.7132524, 1.0]], ['2, k, 15', [-0.3926392, -0.7548491, 1.0]], ['2, k, 16', [-0.09754881, 0.07590392, 1.0]], ['2, k, 17', [-0.09374626, -0.3626066, 1.0]], ['2, k, 18', [-0.137087, -0.7030293, 1.0]], ['2, k, 19', [-0.03674694, -0.7443593, 1.0]], ['2, k, 20', [-0.1926968, 0.6477671, 1.0]], ['2, k, 21', [-0.3736758, 0.168502, 1.0]], ['2, k, 22', [-0.4313487, 0.2459264, 1.0]], ['2, k, 23', [0.1645191, -0.002980027, 1.0]], ['2, k, 24', [0.1235197, 0.06155932, 1.0]]]
[['2, k, 0', [-0.1783201, 0.07633888, 1.0]], ['2, k, 1', [-0.1867451, 0.4075124, 1.0]], ['2, k, 2', [-0.1947423, 0.7240765, 1.0]], ['2, k, 3', [-0.1939151, 0.870033, 1.0]], ['2, k, 4', [-0.3485243, 0.588851, 1.0]], ['2, k, 5', [-0.4262623, 0.3708616, 1.0]], ['2, k, 6', [-0.4024279, 0.2143706, 1.0]], ['2, k, 7', [-0.3975475, 0.1912586, 1.0]], ['2, k, 8', [-0.009202794, 0.6169983, 1.0]], ['2, k, 9', [0.05684434, 0.3280848, 1.0]], ['2, k, 10', [0.1145177, 0.10434, 1.0]], ['2, k, 11', [0.1429689, 0.06717204, 1.0]], ['2, k, 12', [-0.2523921, 0.07411446, 1.0]], ['2, k, 13', [-0.3107978, -0.3784602, 1.0]], ['2, k, 14', [-0.3605126, -0.7134984, 1.0]], ['2, k, 15', [-0.3925566, -0.7551475, 1.0]], ['2, k, 16', [-0.09774844, 0.07595833, 1.0]], ['2, k, 17', [-0.09389001, -0.3626024, 1.0]], ['2, k, 18', [-0.1376873, -0.7032961, 1.0]], ['2, k, 19', [-0.02936213, -0.7455329, 1.0]], ['2, k, 20', [-0.1929648, 0.6471186, 1.0]], ['2, k, 21', [-0.3800686, 0.1429856, 1.0]], ['2, k, 22', [-0.4375743, 0.2241911, 1.0]], ['2, k, 23', [0.1626144, -0.007331037, 1.0]], ['2, k, 24', [0.1188902, 0.07077335, 1.0]]]
[['2, k, 0', [-0.178787, 0.07648377, 1.0]], ['2, k, 1', [-0.1871432, 0.407448, 1.0]], ['2, k, 2', [-0.1949906, 0.7238433, 1.0]], ['2, k, 3', [-0.1940629, 0.8695102, 1.0]], ['2, k, 4', [-0.3493904, 0.588725, 1.0]], ['2, k, 5', [-0.4205505, 0.3669757, 1.0]], ['2, k, 6', [-0.4050481, 0.2096345, 1.0]], ['2, k, 7', [-0.4049631, 0.1688533, 1.0]], ['2, k, 8', [-0.00936157, 0.616922, 1.0]], ['2, k, 9', [0.0568856, 0.3281141, 1.0]], ['2, k, 10', [0.1145328, 0.1043819, 1.0]], ['2, k, 11', [0.1414854, 0.06801043, 1.0]], ['2, k, 12', [-0.2528442, 0.07432711, 1.0]], ['2, k, 13', [-0.3108717, -0.3784043, 1.0]], ['2, k, 14', [-0.3611032, -0.7145242, 1.0]], ['2, k, 15', [-0.393005, -0.7560497, 1.0]], ['2, k, 16', [-0.09825213, 0.07601607, 1.0]], ['2, k, 17', [-0.09390246, -0.3626368, 1.0]], ['2, k, 18', [-0.1382782, -0.7038022, 1.0]], ['2, k, 19', [-0.03837679, -0.7466284, 1.0]], ['2, k, 20', [-0.1932545, 0.6469133, 1.0]], ['2, k, 21', [-0.3911253, 0.1176281, 1.0]], ['2, k, 22', [-0.4448048, 0.2034863, 1.0]], ['2, k, 23', [0.1759408, 0.006055834, 1.0]], ['2, k, 24', [0.1851618, 0.07141784, 1.0]]]
[['2, k, 0', [-0.1792115, 0.07670064, 1.0]], ['2, k, 1', [-0.187387, 0.4074355, 1.0]], ['2, k, 2', [-0.1950948, 0.7236967, 1.0]], ['2, k, 3', [-0.1942937, 0.8691322, 1.0]], ['2, k, 4', [-0.3495009, 0.5886359, 1.0]], ['2, k, 5', [-0.4193819, 0.363929, 1.0]], ['2, k, 6', [-0.4108388, 0.1984739, 1.0]], ['2, k, 7', [-0.4156529, 0.1446443, 1.0]], ['2, k, 8', [-0.009323045, 0.61689, 1.0]], ['2, k, 9', [0.05686875, 0.3279464, 1.0]], ['2, k, 10', [0.1149408, 0.1043367, 1.0]], ['2, k, 11', [0.1446711, 0.06645925, 1.0]], ['2, k, 12', [-0.2533765, 0.07462533, 1.0]], ['2, k, 13', [-0.3110502, -0.3777923, 1.0]], ['2, k, 14', [-0.3603382, -0.713854, 1.0]], ['2, k, 15', [-0.3925986, -0.7553352, 1.0]], ['2, k, 16', [-0.09855348, 0.076138, 1.0]], ['2, k, 17', [-0.09413213, -0.3628511, 1.0]], ['2, k, 18', [-0.1400322, -0.7100828, 1.0]], ['2, k, 19', [-0.04972284, -0.7469341, 1.0]], ['2, k, 20', [-0.1933892, 0.6467944, 1.0]], ['2, k, 21', [-0.4064023, 0.08912417, 1.0]], ['2, k, 22', [-0.4520231, 0.1810989, 1.0]], ['2, k, 23', [0.1649776, 0.00107268, 1.0]], ['2, k, 24', [0.1328261, 0.04401849, 1.0]]]
[['2, k, 0', [-0.1793056, 0.07681676, 1.0]], ['2, k, 1', [-0.1874388, 0.4072719, 1.0]], ['2, k, 2', [-0.1948233, 0.7228383, 1.0]], ['2, k, 3', [-0.1943304, 0.8683324, 1.0]], ['2, k, 4', [-0.349906, 0.5879559, 1.0]], ['2, k, 5', [-0.4179598, 0.360868, 1.0]], ['2, k, 6', [-0.4184628, 0.1801613, 1.0]], ['2, k, 7', [-0.4275118, 0.1189831, 1.0]], ['2, k, 8', [-0.009290677, 0.6175008, 1.0]], ['2, k, 9', [0.05679935, 0.3279373, 1.0]], ['2, k, 10', [0.1152676, 0.1044485, 1.0]], ['2, k, 11', [0.143871, 0.0672446, 1.0]], ['2, k, 12', [-0.2534439, 0.07470654, 1.0]], ['2, k, 13', [-0.3110301, -0.3777116, 1.0]], ['2, k, 14', [-0.3607307, -0.7149163, 1.0]], ['2, k, 15', [-0.3937975, -0.756295, 1.0]], ['2, k, 16', [-0.09867201, 0.07627923, 1.0]], ['2, k, 17', [-0.09412477, -0.3626329, 1.0]], ['2, k, 18', [-0.1407968, -0.7072203, 1.0]], ['2, k, 19', [-0.03547842, -0.7495439, 1.0]], ['2, k, 20', [-0.1932345, 0.6461298, 1.0]], ['2, k, 21', [-0.4264048, 0.05977851, 1.0]], ['2, k, 22', [-0.4647416, 0.1548462, 1.0]], ['2, k, 23', [0.1617466, -0.003940791, 1.0]], ['2, k, 24', [0.123827, 0.06823615, 1.0]]]
[['2, k, 0', [-0.1794708, 0.0768838, 1.0]], ['2, k, 1', [-0.1875618, 0.4071535, 1.0]], ['2, k, 2', [-0.1948739, 0.7223783, 1.0]], ['2, k, 3', [-0.1942608, 0.8678017, 1.0]], ['2, k, 4', [-0.3500557, 0.5874022, 1.0]], ['2, k, 5', [-0.4161963, 0.3556375, 1.0]], ['2, k, 6', [-0.4282157, 0.144816, 1.0]], ['2, k, 7', [-0.4428156, 0.09250455, 1.0]], ['2, k, 8', [-0.009314422, 0.6175051, 1.0]], ['2, k, 9', [0.05711957, 0.3321266, 1.0]], ['2, k, 10', [0.1143459, 0.1082672, 1.0]], ['2, k, 11', [0.1438032, 0.06545872, 1.0]], ['2, k, 12', [-0.2535956, 0.07477852, 1.0]], ['2, k, 13', [-0.3110356, -0.3776877, 1.0]], ['2, k, 14', [-0.3612669, -0.7150458, 1.0]], ['2, k, 15', [-0.3937601, -0.7566507, 1.0]], ['2, k, 16', [-0.09883174, 0.07632393, 1.0]], ['2, k, 17', [-0.09419627, -0.3626526, 1.0]], ['2, k, 18', [-0.1397596, -0.700735, 1.0]], ['2, k, 19', [-0.03734063, -0.7488501, 1.0]], ['2, k, 20', [-0.1933191, 0.645754, 1.0]], ['2, k, 21', [-0.4506016, 0.03324819, 1.0]], ['2, k, 22', [-0.479301, 0.1321162, 1.0]], ['2, k, 23', [0.1582272, -0.0030721, 1.0]], ['2, k, 24', [0.1850303, 0.06547283, 1.0]]]
[['2, k, 0', [-0.1797342, 0.07695279, 1.0]], ['2, k, 1', [-0.187636, 0.407103, 1.0]], ['2, k, 2', [-0.1948759, 0.7222054, 1.0]], ['2, k, 3', [-0.1942457, 0.8677772, 1.0]], ['2, k, 4', [-0.3501735, 0.586665, 1.0]], ['2, k, 5', [-0.4143173, 0.3458503, 1.0]], ['2, k, 6', [-0.4380996, 0.1297461, 1.0]], ['2, k, 7', [-0.4589042, 0.07271475, 1.0]], ['2, k, 8', [-0.009309988, 0.6175061, 1.0]], ['2, k, 9', [0.05710629, 0.3319253, 1.0]], ['2, k, 10', [0.1145218, 0.1081127, 1.0]], ['2, k, 11', [0.1427595, 0.06802013, 1.0]], ['2, k, 12', [-0.2537503, 0.07480793, 1.0]], ['2, k, 13', [-0.3111708, -0.3774944, 1.0]], ['2, k, 14', [-0.361624, -0.714336, 1.0]], ['2, k, 15', [-0.3933537, -0.7568144, 1.0]], ['2, k, 16', [-0.09920023, 0.07641768, 1.0]], ['2, k, 17', [-0.09394636, -0.3631712, 1.0]], ['2, k, 18', [-0.139861, -0.7005123, 1.0]], ['2, k, 19', [-0.04188093, -0.7469484, 1.0]], ['2, k, 20', [-0.1933493, 0.6456134, 1.0]], ['2, k, 21', [-0.4728895, 0.0100684, 1.0]], ['2, k, 22', [-0.4933768, 0.1144884, 1.0]], ['2, k, 23', [0.1733651, 0.008161245, 1.0]], ['2, k, 24', [0.1330845, 0.0548246, 1.0]]]
[['2, k, 0', [-0.1799757, 0.07699273, 1.0]], ['2, k, 1', [-0.1877808, 0.4069266, 1.0]], ['2, k, 2', [-0.1948632, 0.721604, 1.0]], ['2, k, 3', [-0.1940362, 0.8672353, 1.0]], ['2, k, 4', [-0.3501814, 0.5863535, 1.0]], ['2, k, 5', [-0.414046, 0.3353251, 1.0]], ['2, k, 6', [-0.4480389, 0.1154872, 1.0]], ['2, k, 7', [-0.4709416, 0.05942716, 1.0]], ['2, k, 8', [-0.009288566, 0.6174821, 1.0]], ['2, k, 9', [0.05718248, 0.3308385, 1.0]], ['2, k, 10', [0.1146812, 0.1070817, 1.0]], ['2, k, 11', [0.1442322, 0.06763474, 1.0]], ['2, k, 12', [-0.2539151, 0.07486168, 1.0]], ['2, k, 13', [-0.3111522, -0.3774326, 1.0]], ['2, k, 14', [-0.359732, -0.7116452, 1.0]], ['2, k, 15', [-0.3919804, -0.7543007, 1.0]], ['2, k, 16', [-0.09951261, 0.07641952, 1.0]], ['2, k, 17', [-0.09383287, -0.3630818, 1.0]], ['2, k, 18', [-0.1397543, -0.7008339, 1.0]], ['2, k, 19', [-0.0349397, -0.7460055, 1.0]], ['2, k, 20', [-0.1933987, 0.6451166, 1.0]], ['2, k, 21', [-0.4887542, -0.006619143, 1.0]], ['2, k, 22', [-0.5020338, 0.1003521, 1.0]], ['2, k, 23', [0.165063, 0.002168217, 1.0]], ['2, k, 24', [0.1067669, 0.05653134, 1.0]]]
[['2, k, 0', [-0.1799763, 0.07693187, 1.0]], ['2, k, 1', [-0.1877587, 0.4067371, 1.0]], ['2, k, 2', [-0.1946719, 0.7211374, 1.0]], ['2, k, 3', [-0.1937102, 0.8667514, 1.0]], ['2, k, 4', [-0.3500293, 0.5853027, 1.0]], ['2, k, 5', [-0.413654, 0.3310691, 1.0]], ['2, k, 6', [-0.4554057, 0.1026397, 1.0]], ['2, k, 7', [-0.4789458, 0.04842307, 1.0]], ['2, k, 8', [-0.009148929, 0.6173628, 1.0]], ['2, k, 9', [0.05706614, 0.3282956, 1.0]], ['2, k, 10', [0.1154114, 0.1048072, 1.0]], ['2, k, 11', [0.1431601, 0.06753089, 1.0]], ['2, k, 12', [-0.2538877, 0.07482313, 1.0]], ['2, k, 13', [-0.3110431, -0.3773353, 1.0]], ['2, k, 14', [-0.3604666, -0.7123278, 1.0]], ['2, k, 15', [-0.3923264, -0.7550523, 1.0]], ['2, k, 16', [-0.09955149, 0.0763253, 1.0]], ['2, k, 17', [-0.09376216, -0.36309, 1.0]], ['2, k, 18', [-0.1370905, -0.7022461, 1.0]], ['2, k, 19', [-0.03133248, -0.7466688, 1.0]], ['2, k, 20', [-0.1932548, 0.6446996, 1.0]], ['2, k, 21', [-0.4994314, -0.01893874, 1.0]], ['2, k, 22', [-0.5060036, 0.08752783, 1.0]], ['2, k, 23', [0.1639998, -0.007675184, 1.0]], ['2, k, 24', [0.1039498, 0.05914595, 1.0]]]
